,plant_name,Plant Code,State,Sector Name,Prime Movers,Fuel Types,Primary Technology,withdrawal_volume_million_gallons,discharge_volume_million_gallons,consumption_volume_million_gallons,energy_category,map_link,longitude,latitude
7445,Naval Air Weapons Station China Lake,57764,CA,Commercial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-117.68137,35.68771&level=14",-117.68137,35.68771
7446,Naval Hospital Medical Center,50963,CA,Commercial CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-117.1464,32.7261&level=14",-117.1464,32.7261
7447,Naval Sub Base New London Fuel Cell,61743,CT,IPP Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-72.0855,41.4&level=14",-72.0855,41.4
7448,Naval Submarine Base Kings Bay,54239,GA,Commercial Non-CHP,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-81.5333,30.7917&level=14",-81.5333,30.7917
7449,Navy Yard Peaker Station,61737,PA,IPP Non-CHP,IC,NG,Natural Gas Internal Combustion Engine,,,,Natural Gas,"map/?center=-75.185539,39.890223&level=14",-75.185539,39.890223
7450,Neal Energy Center Solar,65393,IA,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-96.34822,42.33304&level=14",-96.34822,42.33304
7451,Neal Hot Springs Geothermal Project,58022,OR,IPP Non-CHP,BT,GEO,Geothermal,,,,Renewable Energy Sources,"map/?center=-117.46806,44.023056&level=14",-117.46806,44.023056
7452,Neal Shoals,3289,SC,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-81.4486,34.6642&level=14",-81.4486,34.6642
7453,Nearman Creek,6064,KS,Electric Utility,"GT, ST","NG, SUB",Multiple,408,3,405,Other,"map/?center=-94.6975,39.1681&level=14",-94.6975,39.1681
7454,Nebo Power Station,56177,UT,Electric Utility,"CA, CT",NG,Natural Gas Fired Combined Cycle,,,,Natural Gas,"map/?center=-111.7294,40.0614&level=14",-111.7294,40.0614
7455,Nebraska City,6096,NE,Electric Utility,ST,SUB,Conventional Steam Coal,184389,176346,3224,Coal,"map/?center=-95.7764,40.6214&level=14",-95.7764,40.6214
7456,Nebraska City # 1,2255,NE,Electric Utility,IC,"DFO, NG",Multiple,,,,Other,"map/?center=-95.8475,40.6806&level=14",-95.8475,40.6806
7457,Nebraska City # 2,7555,NE,Electric Utility,IC,"DFO, NG",Multiple,,,,Other,"map/?center=-95.868333,40.6661&level=14",-95.868333,40.6661
7458,Nebraska Valley Solar Farm,61125,VT,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-72.770856,44.46234&level=14",-72.770856,44.46234
7459,Nebula Solar,65661,TX,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-97.798453,26.090103&level=14",-97.798453,26.090103
7460,NedPower Mount Storm,56495,WV,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-79.2094,39.2175&level=14",-79.2094,39.2175
7461,Neenah Paper Munising Mill,54867,MI,Industrial CHP,ST,BIT,Conventional Steam Coal,,,,Coal,"map/?center=-86.6443,46.4094&level=14",-86.6443,46.4094
7462,Neil Simpson Gas Turbine #2,55477,WY,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-105.3786,44.285&level=14",-105.3786,44.285
7463,Neil Simpson II,7504,WY,Electric Utility,"GT, ST","NG, SUB",Multiple,,,,Other,"map/?center=-105.3833,44.2856&level=14",-105.3833,44.2856
7464,Neisler Street Solar,60072,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.568878,35.289757&level=14",-81.568878,35.289757
7465,Nellis Air Force Base Solar Array,56568,NV,Commercial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-115.0544,36.260278&level=14",-115.0544,36.260278
7466,Nellis Solar PV II,59919,NV,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-115.047703,36.206672&level=14",-115.047703,36.206672
7467,Nelson Creek,50223,CA,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-121.892351,41.028893&level=14",-121.892351,41.028893
7468,Nelson Energy Center,55183,IL,IPP Non-CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,724,117,607,Natural Gas,"map/?center=-89.607222,41.774444&level=14",-89.607222,41.774444
7469,Nelson Gardens Landfill Gas to Energy,59649,TX,IPP Non-CHP,IC,LFG,Landfill Gas,,,,Renewable Energy Sources,"map/?center=-98.66,29.33&level=14",-98.66,29.33
7470,Neolpharma CHP LLC,65392,PR,IPP CHP,IC,NG,Natural Gas Internal Combustion Engine,,,,Natural Gas,"map/?center=-66.01924,18.24256&level=14",-66.01924,18.24256
7471,Neosho Ridge Wind Energy Center,62481,KS,Electric Utility,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-95.37673,37.485357&level=14",-95.37673,37.485357
7472,Neptune Energy Center Hybrid,63731,CO,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-104.414155,38.330263&level=14",-104.414155,38.330263
7473,Neptune Gas Processing Plant,56139,LA,Industrial CHP,OT,OTH,All Other,,,,Other,"map/?center=-91.4431,29.7336&level=14",-91.4431,29.7336
7474,Nestlewood Solar,65215,OH,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-84.0174,38.9255&level=14",-84.0174,38.9255
7475,Nesvold Watertown Solar,60958,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-93.828672,44.937098&level=14",-93.828672,44.937098
7476,Neuse River Solar Farm,58524,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-78.498889,35.714444&level=14",-78.498889,35.714444
7477,Nevada,2090,MO,Electric Utility,GT,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-94.3444,37.8503&level=14",-94.3444,37.8503
7478,Nevada Cogen Assoc#1 GarnetVly,54350,NV,IPP CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,,,,Natural Gas,"map/?center=-114.920686,36.343229&level=14",-114.920686,36.343229
7479,Nevada Cogen Associates 2 Black Mountain,54349,NV,IPP CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,,,,Natural Gas,"map/?center=-114.8783,36.2253&level=14",-114.8783,36.2253
7480,Nevada Solar One,56405,NV,IPP Non-CHP,ST,SUN,Solar Thermal without Energy Storage,,,,Renewable Energy Sources,"map/?center=-114.98173,35.799798&level=14",-114.98173,35.799798
7481,Neversink,2483,NY,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-74.6358,41.8194&level=14",-74.6358,41.8194
7482,New Auburn DPC Solar,60936,WI,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-91.4353,45.21&level=14",-91.4353,45.21
7483,New Badger,4120,WI,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-88.2678,44.2772&level=14",-88.2678,44.2772
7484,New Bedford (MA) Plymouth,59780,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-70.649029,41.925352&level=14",-70.649029,41.925352
7485,New Beginnings Solar,66224,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.093599,41.892424&level=14",-74.093599,41.892424
7486,New Bern,56688,NC,IPP Non-CHP,IC,LFG,Landfill Gas,,,,Renewable Energy Sources,"map/?center=-77.2267,35.1681&level=14",-77.2267,35.1681
7487,New Bern Farm,58339,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.056725,35.209564&level=14",-77.056725,35.209564
7488,New Castle Plant,3138,PA,IPP Non-CHP,"IC, ST","DFO, NG",Multiple,,,,Other,"map/?center=-80.369007,40.937939&level=14",-80.369007,40.937939
7489,New Castle Solar RES,59981,IN,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-85.403423,39.854126&level=14",-85.403423,39.854126
7490,New Covert Generating Facility,55297,MI,Electric Utility,"CA, CT",NG,Natural Gas Fired Combined Cycle,2477,178,2297,Natural Gas,"map/?center=-86.29368,42.32238&level=14",-86.29368,42.32238
7491,New Creek Wind,60132,WV,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-79.140639,39.200639&level=14",-79.140639,39.200639
7492,New England Wind LLC,57380,MA,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-73.0236,42.7297&level=14",-73.0236,42.7297
7493,New Frontier Wind,59903,ND,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-100.947664,47.861531&level=14",-100.947664,47.861531
7494,New Germany Community Solar Garden,61571,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-94.000847,44.905428&level=14",-94.000847,44.905428
7495,New Hampton,1168,IA,Electric Utility,IC,"DFO, NG",Multiple,,,,Other,"map/?center=-92.3201,43.0689&level=14",-92.3201,43.0689
7496,New Harvest Wind Project LLC,57609,IA,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-95.439722,42.159722&level=14",-95.439722,42.159722
7497,New Haven Harbor,6156,CT,IPP Non-CHP,"GT, ST","KER, RFO",Petroleum Liquids,--,--,--,Petroleum,"map/?center=-72.904323,41.283997&level=14",-72.904323,41.283997
7498,New Haven Solar RES,59983,IN,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-86.9889,38.1941&level=14",-86.9889,38.1941
7499,New Hogan Power Plant,50755,CA,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-120.814942,38.149582&level=14",-120.814942,38.149582
7500,New Lahontan,50261,NV,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-119.065227,39.463569&level=14",-119.065227,39.463569
7501,New Lisbon,4130,WI,Electric Utility,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-90.1645,43.8797&level=14",-90.1645,43.8797
7502,New Lisbon Solar,62848,WI,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-90.136,43.883&level=14",-90.136,43.883
7503,New Madrid,2167,MO,Electric Utility,ST,RC,Conventional Steam Coal,214672,213598,1071,Coal,"map/?center=-89.5617,36.5147&level=14",-89.5617,36.5147
7504,New Market Solar,64853,OH,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-83.796107,39.07183&level=14",-83.796107,39.07183
7505,New Martinsville Hannibal Hydro,50036,WV,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-80.8642,39.6672&level=14",-80.8642,39.6672
7506,New Melones,6158,CA,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-120.528211,37.946927&level=14",-120.528211,37.946927
7507,New Mexico State University,54975,NM,Commercial CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-106.451281,32.164818&level=14",-106.451281,32.164818
7508,New Mexico Wind Energy Center,56097,NM,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-104.04733,34.63566&level=14",-104.04733,34.63566
7509,New Milford Gas Recovery,50564,CT,IPP Non-CHP,IC,LFG,Landfill Gas,,,,Renewable Energy Sources,"map/?center=-73.425237,41.547671&level=14",-73.425237,41.547671
7510,New Munich Solar,63402,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-94.75565,45.654086&level=14",-94.75565,45.654086
7511,New Orleans Power,60928,LA,Electric Utility,IC,NG,Natural Gas Internal Combustion Engine,,,,Natural Gas,"map/?center=-89.9372,30.0081&level=14",-89.9372,30.0081
7512,New Orleans Solar Station,64307,LA,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-89.92,30.015&level=14",-89.92,30.015
7513,New Prague,1999,MN,Electric Utility,IC,NG,Natural Gas Internal Combustion Engine,,,,Natural Gas,"map/?center=-93.5731,44.5431&level=14",-93.5731,44.5431
7514,New River,59845,VA,IPP Non-CHP,IC,LFG,Landfill Gas,,,,Renewable Energy Sources,"map/?center=-80.699,37.183&level=14",-80.699,37.183
7515,New River Clean Energy,63246,WV,IPP Non-CHP,IC,LFG,Landfill Gas,,,,Renewable Energy Sources,"map/?center=-81.16193,37.81577&level=14",-81.16193,37.81577
7516,"New Road Solar, LLC",61599,NJ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-74.567786,40.403238&level=14",-74.567786,40.403238
7517,New Roads,1453,LA,Electric Utility,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-91.368333,30.726111&level=14",-91.368333,30.726111
7518,New Stuyahok,60245,AK,Electric Utility,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-157.325528,59.448358&level=14",-157.325528,59.448358
7519,New Ulm,2001,MN,Electric Utility,"GT, ST","DFO, NG",Multiple,,,,Other,"map/?center=-94.4581,44.3159&level=14",-94.4581,44.3159
7520,New York Presbyterian Hospital-168th St,61026,NY,Commercial Non-CHP,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-73.941391,40.840854&level=14",-73.941391,40.840854
7521,New York State Dam Hydro,10221,NY,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-73.696096,42.781779&level=14",-73.696096,42.781779
7522,New York University Central Plant,54808,NY,Commercial CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,,,,Natural Gas,"map/?center=-73.9233,40.7899&level=14",-73.9233,40.7899
7523,New-Indy Ontario Mill,10427,CA,Industrial Non-CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-117.540193,34.045361&level=14",-117.540193,34.045361
7524,NewYork-Presbyterian Brooklyn Methodist Hospital,52091,NY,Commercial Non-CHP,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-73.9787,40.6679&level=14",-73.9787,40.6679
7525,Newark America Mill,57103,MA,Industrial CHP,ST,NG,Natural Gas Steam Turbine,,,,Natural Gas,"map/?center=-71.848805,42.561007&level=14",-71.848805,42.561007
7526,Newark Energy Center,58079,NJ,IPP Non-CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,920,249,670,Natural Gas,"map/?center=-74.125833,40.707222&level=14",-74.125833,40.707222
7527,Newberry,1846,MI,Electric Utility,--,--,--,,,,Other,"map/?center=-85.506408,46.351975&level=14",-85.506408,46.351975
7528,Newberry Solar 1 LLC,58226,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-116.683108,34.853581&level=14",-116.683108,34.853581
7529,Newcastle,632,CA,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-121.092982,38.835182&level=14",-121.092982,38.835182
7530,Newfield Community Solar LLC,62582,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-76.564236,42.39131&level=14",-76.564236,42.39131
7531,Newfound Hydroelectric,50324,NH,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-71.73295,43.59&level=14",-71.73295,43.59
7532,Newgulf Cogen,50137,TX,IPP Non-CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-95.8997,29.2639&level=14",-95.8997,29.2639
7533,Newhalem,9842,WA,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-121.240826,48.675944&level=14",-121.240826,48.675944
7534,Newhalen,7183,AK,Electric Utility,"HY, IC","DFO, WAT",Multiple,,,,Other,"map/?center=-154.698735,59.899054&level=14",-154.698735,59.899054
7535,Newington,8002,NH,IPP Non-CHP,ST,RFO,Petroleum Liquids,495,291,204,Petroleum,"map/?center=-70.790833,43.1&level=14",-70.790833,43.1
7536,Newington,8002,NH,IPP Non-CHP,ST,RFO,Petroleum Liquids,5458,5458,--,Petroleum,"map/?center=-70.790833,43.1&level=14",-70.790833,43.1
7537,Newington,55661,NH,IPP Non-CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,495,291,204,Natural Gas,"map/?center=-70.8061,43.1047&level=14",-70.8061,43.1047
7538,Newington,55661,NH,IPP Non-CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,5458,5458,--,Natural Gas,"map/?center=-70.8061,43.1047&level=14",-70.8061,43.1047
7539,Newman,3456,TX,Electric Utility,"CA, CT, GT, ST",NG,Multiple,968,211,775,Other,"map/?center=-106.431777,31.983587&level=14",-106.431777,31.983587
7540,Newman (PA),54250,PA,Industrial CHP,ST,NG,Natural Gas Steam Turbine,,,,Natural Gas,"map/?center=-75.05283,40.013993&level=14",-75.05283,40.013993
7541,Newman Solar,59407,TX,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-106.4275,31.978333&level=14",-106.4275,31.978333
7542,Newport,3731,VT,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-72.179968,44.937579&level=14",-72.179968,44.937579
7543,Newport Hydro,50354,NY,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-75.0169,43.1853&level=14",-75.0169,43.1853
7544,Newport Hydro Station,3790,VA,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-78.593611,38.571389&level=14",-78.593611,38.571389
7545,Newport Solar Project,66112,AR,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-91.187108,35.668902&level=14",-91.187108,35.668902
7546,Newton,6017,IL,IPP Non-CHP,ST,SUB,Conventional Steam Coal,109350,109350,0,Coal,"map/?center=-88.2781,38.9361&level=14",-88.2781,38.9361
7547,Newton Grove,59835,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-78.367439,35.251628&level=14",-78.367439,35.251628
7548,Newton Rumford Landfill,64162,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.244586,42.356341&level=14",-71.244586,42.356341
7549,Nexamp Peak CSG,60879,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-73.287065,42.562091&level=14",-73.287065,42.562091
7550,Next Generation Solar Farm,61340,VT,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-73.226647,44.084824&level=14",-73.226647,44.084824
7551,NextEra Westside PV,60981,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-120.134486,36.381775&level=14",-120.134486,36.381775
7552,"NextEra-Blackwell Wind, LLC",58209,OK,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-97.4175,36.846667&level=14",-97.4175,36.846667
7553,Nextsun Energy Littleton,62842,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.510175,42.551461&level=14",-71.510175,42.551461
7554,Niagara,3778,VA,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-79.8756,37.2544&level=14",-79.8756,37.2544
7555,Niagara Bottling - Bloomfield,66201,CT,Industrial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-72.722889,41.860396&level=14",-72.722889,41.860396
7556,Niagara Bottling - Rialto,65652,CA,Industrial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-117.418451,34.126094&level=14",-117.418451,34.126094
7557,Niagara Bottling - Seguin,64389,TX,Industrial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-97.977198,29.589139&level=14",-97.977198,29.589139
7558,Niagara Bottling Stockton,63363,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-121.24891,37.894817&level=14",-121.24891,37.894817
7559,Niagara Depot Solar,66040,NY,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-79.00705,43.1191&level=14",-79.00705,43.1191
7560,Niangua,2099,MO,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-92.847701,37.9385&level=14",-92.847701,37.9385
7561,Nichols,3484,TX,Electric Utility,ST,NG,Natural Gas Steam Turbine,869,0,869,Natural Gas,"map/?center=-101.746423,35.283357&level=14",-101.746423,35.283357
7562,Nick Solar,58741,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-79.548056,35.991111&level=14",-79.548056,35.991111
7563,Nickajack,3409,TN,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-85.6218,35.0017&level=14",-85.6218,35.0017
7564,Nickel 1 Solar Facility,58034,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-119.716512,35.647295&level=14",-119.716512,35.647295
7565,Nickelson Solar 2,64119,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.988,34.7457&level=14",-77.988,34.7457
7566,"Nickelson Solar, LLC",62205,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.987375,34.747103&level=14",-77.987375,34.747103
7567,Nicolis Solar PV Plant,59600,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-119.056111,35.835833&level=14",-119.056111,35.835833
7568,Nicollet Community Solar One LLC,63120,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-94.29093,44.26035&level=14",-94.29093,44.26035
7569,Nicollet Garden,63938,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-94.27067,44.25364&level=14",-94.27067,44.25364
7570,Nikiski Combined Cycle,55966,AK,Electric Utility,"CA, CT",NG,Natural Gas Fired Combined Cycle,,,,Natural Gas,"map/?center=-151.377713,60.676539&level=14",-151.377713,60.676539
7571,Niland Gas Turbine Plant,56569,CA,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-115.504456,33.238842&level=14",-115.504456,33.238842
7572,Niles Power Plant,2861,OH,IPP Non-CHP,GT,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-80.74769,41.166928&level=14",-80.74769,41.166928
7573,Niles RTO BTM,66437,OH,Electric Utility,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-80.752918,41.168019&level=14",-80.752918,41.168019
7574,Nimbus,444,CA,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-121.220198,38.63735&level=14",-121.220198,38.63735
7575,Nine Canyon,7936,WA,Electric Utility,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-119.0964,46.0958&level=14",-119.0964,46.0958
7576,Nine Mile,3869,WA,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-117.537222,47.769722&level=14",-117.537222,47.769722
7577,Nine Mile Point,1403,LA,Electric Utility,"CA, CT, ST",NG,Multiple,273758,273758,0,Other,"map/?center=-90.1458,29.9472&level=14",-90.1458,29.9472
7578,Nine Mile Point Nuclear Station,2589,NY,IPP Non-CHP,ST,NUC,Nuclear,137022,131644,5378,Nuclear,"map/?center=-76.41,43.5211&level=14",-76.41,43.5211
7579,Nine Springs,9674,WI,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-89.3586,43.0386&level=14",-89.3586,43.0386
7580,"Ninnescah Wind Energy, LLC",60620,KS,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-98.579264,37.586714&level=14",-98.579264,37.586714
7581,Ninth Street Hydropower Project,54342,MI,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-83.4381,45.0717&level=14",-83.4381,45.0717
7582,Nippon Dynawave Packaging Longview WA,50187,WA,Industrial CHP,ST,"BLQ, WDS",Wood/Wood Waste Biomass,,,,Renewable Energy Sources,"map/?center=-122.9728,46.1236&level=14",-122.9728,46.1236
7583,Nitro Solar,59501,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-78.313889,35.486944&level=14",-78.313889,35.486944
7584,"Nixa Solar, LLC",60673,MO,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-93.338969,37.043903&level=14",-93.338969,37.043903
7585,"Niyol Wind, LLC",65059,CO,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-102.9526,40.613364&level=14",-102.9526,40.613364
7586,Noatak,57051,AK,Electric Utility,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-162.965728,67.570931&level=14",-162.965728,67.570931
7587,Noble Hill Landfill,56404,MO,Electric Utility,IC,LFG,Landfill Gas,,,,Renewable Energy Sources,"map/?center=-93.3514,37.3811&level=14",-93.3514,37.3811
7588,Noble Ridge LLC,55782,MN,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-95.853447,43.754739&level=14",-95.853447,43.754739
7589,Noble Solar,65271,TX,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-97.238057,33.261505&level=14",-97.238057,33.261505
7590,Nobles 2 Wind Project,62364,MN,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-95.852766,43.789636&level=14",-95.852766,43.789636
7591,Nobles Wind Project,57047,MN,Electric Utility,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-95.7131,43.7036&level=14",-95.7131,43.7036
7592,Noblesville,1007,IN,Electric Utility,"CA, CT",NG,Natural Gas Fired Combined Cycle,107,67,40,Natural Gas,"map/?center=-85.9714,40.0969&level=14",-85.9714,40.0969
7593,Nodal Power,60696,UT,IPP Non-CHP,IC,LFG,Landfill Gas,,,,Renewable Energy Sources,"map/?center=-106.59326,31.811078&level=14",-106.59326,31.811078
7594,Nodaway,7754,MO,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-94.7913,40.2877&level=14",-94.7913,40.2877
7595,Nolan,65559,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-73.361617,42.238649&level=14",-73.361617,42.238649
7596,Noland Wastewater Treatment Plant Hybrid,62682,AR,Commercial Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-94.067149,36.082301&level=14",-94.067149,36.082301
