,plant_name,Plant Code,State,Sector Name,Prime Movers,Fuel Types,Primary Technology,withdrawal_volume_million_gallons,discharge_volume_million_gallons,consumption_volume_million_gallons,energy_category,map_link,longitude,latitude
5,Annex Creek,62,AK,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-134.101,58.3176&level=14",-134.101,58.3176
6,Anoka BESS,62908,MN,IPP Non-CHP,BA,MWH,Batteries,,,,Other,"map/?center=-93.48,45.32&level=14",-93.48,45.32
7,Anoka County MN CONX,62061,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-93.482957,45.234722&level=14",-93.482957,45.234722
8,Ansley,2214,NE,Electric Utility,IC,"DFO, NG",Multiple,,,,Other,"map/?center=-99.386336,41.289185&level=14",-99.386336,41.289185
9,Anson Abenaki Hydros,10186,ME,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-69.8867,44.7975&level=14",-69.8867,44.7975
0,Anson County Generation Facility,56249,NC,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-79.921738,34.968651&level=14",-79.921738,34.968651
1,Antanavica Solar,61526,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.948876,42.250771&level=14",-71.948876,42.250771
2,Antares Community Solar,61176,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-95.623804,44.226179&level=14",-95.623804,44.226179
3,Antares-GRE 314 East Lyme LLC,59495,CT,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-72.234444,41.416944&level=14",-72.234444,41.416944
4,Antelope Big Sky Ranch,60279,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.28769,34.694839&level=14",-118.28769,34.694839
5,Antelope DSR 1,60186,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.280722,34.655556&level=14",-118.280722,34.655556
6,Antelope DSR 2,60187,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.311722,34.686944&level=14",-118.311722,34.686944
7,Antelope DSR 3,61265,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.304071,34.736859&level=14",-118.304071,34.736859
8,Antelope Expansion 1B,62320,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.259161,34.71611&level=14",-118.259161,34.71611
9,Antelope Expansion 2,61264,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.309153,34.744977&level=14",-118.309153,34.744977
0,Antelope Expansion 3A,62673,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.322051,34.728902&level=14",-118.322051,34.728902
1,Antelope Expansion 3B,62674,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.322532,34.720162&level=14",-118.322532,34.720162
2,Antelope Station,57865,TX,Electric Utility,IC,NG,Natural Gas Internal Combustion Engine,,,,Natural Gas,"map/?center=-101.843333,33.865&level=14",-101.843333,33.865
3,Antelope Valley,6469,ND,Electric Utility,ST,LIG,Conventional Steam Coal,2700,0,2721,Coal,"map/?center=-101.83566,47.370542&level=14",-101.83566,47.370542
4,Anthony,1258,KS,Electric Utility,IC,NG,Natural Gas Internal Combustion Engine,,,,Natural Gas,"map/?center=-98.0311,37.1517&level=14",-98.0311,37.1517
5,Anthony Wayne Solar #1,59489,OH,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-83.574722,41.627222&level=14",-83.574722,41.627222
6,Antlia Community Solar,60937,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-96.138235,43.906524&level=14",-96.138235,43.906524
7,Antrim Wind,59953,NH,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-72.00635,43.06435&level=14",-72.00635,43.06435
8,Apache Solar 1,60964,AZ,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-109.890379,32.068141&level=14",-109.890379,32.068141
9,Apache Station,160,AZ,Electric Utility,"GT, ST","NG, SUB",Multiple,105349,--,737,Other,"map/?center=-109.8931,32.0603&level=14",-109.8931,32.0603
0,Apalachee,65432,FL,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-85.06952,30.76055&level=14",-85.06952,30.76055
1,Apalachia,3394,TN,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-84.295601,35.167712&level=14",-84.295601,35.167712
2,Apalachicola,64565,GA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-82.06055,33.33632&level=14",-82.06055,33.33632
3,Apex Generating Station,55514,NV,Electric Utility,"CA, CT",NG,Natural Gas Fired Combined Cycle,--,--,--,Natural Gas,"map/?center=-114.960916,36.415999&level=14",-114.960916,36.415999
4,Apex Solar,64189,MT,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-112.746,45.236&level=14",-112.746,45.236
5,Apex Solar PV Power Project,58489,NV,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-114.97,36.39&level=14",-114.97,36.39
6,Appaloosa Run Wind,65335,TX,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-101.831603,31.157269&level=14",-101.831603,31.157269
7,Apple Blossom Wind Farm,58690,MI,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-83.315002,43.815032&level=14",-83.315002,43.815032
8,Apple Campus 2 Fuel Cell,59557,CA,Industrial Non-CHP,FC,LFG,Landfill Gas,,,,Renewable Energy Sources,"map/?center=-122.01,37.33&level=14",-122.01,37.33
9,Apple Campus 2 PV,59473,CA,Industrial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-122.01,37.33&level=14",-122.01,37.33
0,Apple Canyon Lake Solar,64040,IL,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-90.179581,42.436665&level=14",-90.179581,42.436665
1,Apple Data Center - PV2,58701,NC,Commercial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.207778,35.738889&level=14",-81.207778,35.738889
2,Apple Data Center PV,57994,NC,Commercial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.25198,35.588135&level=14",-81.25198,35.588135
3,Apple Data Center PV3,59474,NC,Commercial Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.15,35.715&level=14",-81.15,35.715
4,"Apple Grove Solar, LLC",65224,VA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.862016,37.919497&level=14",-77.862016,37.919497
5,Apple One,58828,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.156944,35.629444&level=14",-81.156944,35.629444
6,Apple River,6231,WI,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-92.716214,45.157552&level=14",-92.716214,45.157552
7,Apple Staten Island - Industrial Loop,66457,NY,IPP Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-74.232565,40.552176&level=14",-74.232565,40.552176
8,Apple Staten Island - Winant Place,66460,NY,IPP Non-CHP,FC,NG,Other Natural Gas,,,,Natural Gas,"map/?center=-74.240941,40.536563&level=14",-74.240941,40.536563
9,Appleton,4043,WI,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-88.40956,44.25393&level=14",-88.40956,44.25393
0,Aqua Ingrams Mill,57280,PA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-75.6578,39.9647&level=14",-75.6578,39.9647
1,Aquamarine,62547,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-119.904166,36.189722&level=14",-119.904166,36.189722
2,Aquarius Community Solar,61710,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-95.620106,44.229142&level=14",-95.620106,44.229142
3,Aquila Community Solar,61704,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-95.3401,45.651056&level=14",-95.3401,45.651056
4,Aragonne Wind LLC,56336,NM,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-105.0108,34.8147&level=14",-105.0108,34.8147
5,Aragorn Solar Project,63329,TX,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-104.442292,31.719983&level=14",-104.442292,31.719983
6,Arapahoe 3 Community Solar Array,60724,CO,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-104.674249,39.638358&level=14",-104.674249,39.638358
7,Arapahoe Combustion Turbine Project,55200,CO,IPP Non-CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,,,,Natural Gas,"map/?center=-105.0018,39.6692&level=14",-105.0018,39.6692
8,"Ararat Rock Solar, LLC",58492,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-80.600556,36.461111&level=14",-80.600556,36.461111
9,Arba Solar Energy Storage,64510,NC,Electric Utility,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-77.729089,35.419641&level=14",-77.729089,35.419641
0,"Arba Solar, LLC",58801,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-77.703611,35.396389&level=14",-77.703611,35.396389
1,Arbor Hill Solar,64755,IA,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-94.26271,41.4669&level=14",-94.26271,41.4669
2,Arbor Hill Wind Farm,62132,IA,Electric Utility,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-94.261358,41.404231&level=14",-94.261358,41.404231
3,Arborgate Solar,62623,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-79.11946,35.717391&level=14",-79.11946,35.717391
4,Arbuckle Mountain Wind Farm LLC,59234,OK,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-97.136944,34.386944&level=14",-97.136944,34.386944
5,Arcadia Electric,4100,WI,Electric Utility,IC,"DFO, NG",Multiple,,,,Other,"map/?center=-91.5034,44.2524&level=14",-91.5034,44.2524
6,Arcadia Solar,62744,WI,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-91.458244,44.243436&level=14",-91.458244,44.243436
7,Arcanum Peaking,7781,OH,Electric Utility,--,--,--,,,,Other,"map/?center=-84.5513,39.9867&level=14",-84.5513,39.9867
8,ArcelorMittal Burns Harbor,10245,IN,Industrial CHP,ST,BFG,Other Gases,32923,32923,0,Other,"map/?center=-87.1387,41.635&level=14",-87.1387,41.635
9,Archbald Power Station,50279,PA,IPP Non-CHP,"GT, ST","LFG, NG",Multiple,,,,Other,"map/?center=-75.5406,41.485&level=14",-75.5406,41.485
0,Archdiocese of Baltimore J,60662,MD,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-76.217,39.445&level=14",-76.217,39.445
1,Archdiocese of Baltimore L,60663,MD,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-76.217,39.445&level=14",-76.217,39.445
2,Archer Daniels Midland Cedar Rapids,10864,IA,Industrial CHP,"GT, ST","NG, SUB",Multiple,225,25,201,Other,"map/?center=-91.6875,41.9221&level=14",-91.6875,41.9221
3,Archer Daniels Midland Clinton,10860,IA,Industrial CHP,ST,SUB,Conventional Steam Coal,303,110,188,Coal,"map/?center=-90.2097,41.8206&level=14",-90.2097,41.8206
4,Archer Daniels Midland Columbus,57046,NE,Industrial CHP,ST,SUB,Conventional Steam Coal,,,,Coal,"map/?center=-97.286328,41.416442&level=14",-97.286328,41.416442
5,Archer Daniels Midland Decatur,10865,IL,Industrial CHP,ST,BIT,Conventional Steam Coal,254,64,189,Coal,"map/?center=-88.890756,39.870074&level=14",-88.890756,39.870074
6,Archer Daniels Midland Des Moines,10861,IA,Industrial CHP,ST,SUB,Conventional Steam Coal,,,,Coal,"map/?center=-93.584515,41.624438&level=14",-93.584515,41.624438
7,Archer Daniels Midland Lincoln,10862,NE,Industrial CHP,ST,SUB,Conventional Steam Coal,,,,Coal,"map/?center=-96.614486,40.866463&level=14",-96.614486,40.866463
8,Archer Daniels Midland Mankato,10863,MN,Industrial CHP,ST,SUB,Conventional Steam Coal,,,,Coal,"map/?center=-93.99242,44.187066&level=14",-93.99242,44.187066
9,Archer Daniels Midland Peoria,10866,IL,Industrial CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-89.604911,40.677188&level=14",-89.604911,40.677188
0,Archer Daniels Midland Southport,54316,NC,Industrial CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-77.9905,33.9397&level=14",-77.9905,33.9397
1,Arctaris Saddleback Solar,66043,ME,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-70.52716,44.94641&level=14",-70.52716,44.94641
2,Arecibo Filtration Plant,61113,PR,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-66.632501,18.426418&level=14",-66.632501,18.426418
3,Argo Navis Community Solar,61183,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-92.772284,45.255245&level=14",-92.772284,45.255245
4,Argonne National Laboratory CHP,60742,IL,IPP CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-87.970608,41.716534&level=14",-87.970608,41.716534
5,Argus Cogen Plant,10684,CA,Industrial CHP,ST,BIT,Conventional Steam Coal,,,,Coal,"map/?center=-117.3833,35.765&level=14",-117.3833,35.765
6,Argyle,7810,WI,Electric Utility,IC,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-89.8697,42.7019&level=14",-89.8697,42.7019
7,Aries Community Solar,60938,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-92.988569,44.044924&level=14",-92.988569,44.044924
8,Arizona State University CHP,58199,AZ,Commercial CHP,"CS, GT",NG,Multiple,,,,Other,"map/?center=-111.928333,33.417222&level=14",-111.928333,33.417222
9,Arizona Western College PV,57765,AZ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-114.49611,32.687778&level=14",-114.49611,32.687778
0,Arkalon Ethanol LLC,58192,KS,Industrial CHP,ST,NG,Natural Gas Steam Turbine,,,,Natural Gas,"map/?center=-100.803611,37.110556&level=14",-100.803611,37.110556
1,Arkansas Nuclear One,8055,AR,Electric Utility,ST,NUC,Nuclear,288341,283130,5247,Nuclear,"map/?center=-93.2351,35.311&level=14",-93.2351,35.311
2,Arkwright Summit Wind Farm LLC,61673,NY,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-79.242681,42.414911&level=14",-79.242681,42.414911
3,Arlington Energy Center II,64481,CA,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-114.774944,33.69088&level=14",-114.774944,33.69088
4,Arlington Energy Center III,64564,CA,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-114.774944,33.69088&level=14",-114.774944,33.69088
5,Arlington Microgrid,64446,WA,Electric Utility,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-122.1502,48.15614&level=14",-122.1502,48.15614
6,Arlington Outlet Hydroelectric Generator,61355,TX,Commercial Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-97.242906,32.639069&level=14",-97.242906,32.639069
7,Arlington Valley Energy Facility,55282,AZ,IPP Non-CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,1092,--,1092,Natural Gas,"map/?center=-112.8897,33.3417&level=14",-112.8897,33.3417
8,Arlington Valley Solar Energy II,57680,AZ,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-112.833888,33.305&level=14",-112.833888,33.305
9,Arlington Wind Power Project,56855,OR,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-120.2008,45.7167&level=14",-120.2008,45.7167
0,"Armadillo Flats Wind Project, LLC",61926,OK,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-97.567042,36.300964&level=14",-97.567042,36.300964
1,Armenia Mountain Wind Farm,57044,PA,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-76.8553,41.7619&level=14",-76.8553,41.7619
2,Armstrong,55347,PA,IPP Non-CHP,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-79.351725,40.638021&level=14",-79.351725,40.638021
3,Armstrong Solar,61138,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-95.35635,45.642252&level=14",-95.35635,45.642252
4,Arndt Farm,58315,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-81.175556,35.779167&level=14",-81.175556,35.779167
5,Arnold Cochran,64569,GA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-83.343779,32.399366&level=14",-83.343779,32.399366
6,Arpin Dam,3995,WI,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-91.2028,45.7517&level=14",-91.2028,45.7517
7,Arrache 4006,58445,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.051111,34.655&level=14",-118.051111,34.655
8,Arrache 4013,58446,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.051944,34.650556&level=14",-118.051944,34.650556
9,Arrache 8083,58447,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-118.061111,34.647778&level=14",-118.061111,34.647778
0,Arrow Canyon Solar Hybrid,62248,NV,IPP Non-CHP,"BA, PV","MWH, SUN",Multiple,,,,Other,"map/?center=-114.844386,36.459259&level=14",-114.844386,36.459259
1,Arrowrock Hydroelectric Project,56997,ID,IPP Non-CHP,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-115.9233,43.595&level=14",-115.9233,43.595
2,Arroyo Solar Energy Storage Hybrid,63172,NM,IPP Non-CHP,BA,MWH,Batteries,,,,Other,"map/?center=-107.563075,35.970349&level=14",-107.563075,35.970349
3,Arsenal Hill,1416,LA,Electric Utility,ST,NG,Natural Gas Steam Turbine,7300,54,166,Natural Gas,"map/?center=-93.7611,32.5181&level=14",-93.7611,32.5181
4,Arthur 2 Solar,66605,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-78.89158,34.172948&level=14",-78.89158,34.172948
5,Arthur Kill Generating Station,2490,NY,IPP Non-CHP,"GT, ST",NG,Multiple,130878,130878,0,Other,"map/?center=-74.200035,40.591564&level=14",-74.200035,40.591564
6,"Arthur Solar, LLC",62136,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-78.84663,34.16087&level=14",-78.84663,34.16087
7,Arthur Von Rosenberg,7512,TX,Electric Utility,"CA, CT",NG,Natural Gas Fired Combined Cycle,96677,103,787,Natural Gas,"map/?center=-98.384045,29.257046&level=14",-98.384045,29.257046
8,Arvada,8028,WY,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-106.1092,44.69&level=14",-106.1092,44.69
9,Arvah B Hopkins,688,FL,Electric Utility,"CA, CT, GT, IC",NG,Multiple,582,322,260,Other,"map/?center=-84.4,30.4522&level=14",-84.4,30.4522
0,Ascend Performance Materials Texas Inc.,10418,TX,Industrial CHP,ST,NG,Natural Gas Steam Turbine,,,,Natural Gas,"map/?center=-95.2103,29.2558&level=14",-95.2103,29.2558
1,Ascutney,3708,VT,Electric Utility,GT,DFO,Petroleum Liquids,,,,Petroleum,"map/?center=-72.4203,43.4011&level=14",-72.4203,43.4011
2,"Ash Mesa Solar, LLC",66247,CO,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-107.996652,38.663372&level=14",-107.996652,38.663372
3,Ashburnham Energy Storage Project,62219,MA,Electric Utility,BA,MWH,Batteries,,,,Other,"map/?center=-71.926696,42.671444&level=14",-71.926696,42.671444
4,Ashby Duffy CSG Solar Farm,61399,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.83,42.68&level=14",-71.83,42.68
5,"Ashby Solar, LLC CSG",62199,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.798723,42.630163&level=14",-71.798723,42.630163
6,Ashdown,54104,AR,Industrial CHP,ST,BLQ,Wood/Wood Waste Biomass,--,--,--,Renewable Energy Sources,"map/?center=-94.1083,33.6417&level=14",-94.1083,33.6417
7,Asheville,2706,NC,Electric Utility,"CA, CT, GT",NG,Multiple,1583,0,1583,Other,"map/?center=-82.5417,35.4731&level=14",-82.5417,35.4731
8,Asheville-Rock Hill Battery,63064,NC,Electric Utility,BA,MWH,Batteries,,,,Other,"map/?center=-82.517383,35.54012&level=14",-82.517383,35.54012
9,Ashland,1259,KS,Electric Utility,IC,"DFO, NG",Multiple,,,,Other,"map/?center=-99.763073,37.193787&level=14",-99.763073,37.193787
0,Ashland Solar,67146,MA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-71.476,42.258&level=14",-71.476,42.258
1,Ashley Solar Farm,59566,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-80.798889,36.126111&level=14",-80.798889,36.126111
2,Ashley-Chicot Solar,66588,AR,Electric Utility,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-91.922427,33.250828&level=14",-91.922427,33.250828
3,Ashokan,88,NY,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-74.2063,41.949&level=14",-74.2063,41.949
4,Ashtabula,55990,OH,IPP CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,,,,Natural Gas,"map/?center=-80.7612,41.890026&level=14",-80.7612,41.890026
5,Ashtabula Wind Energy Center,57032,ND,Electric Utility,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-97.8961,47.1244&level=14",-97.8961,47.1244
6,Ashtabula Wind II LLC,57121,ND,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-97.931692,47.292437&level=14",-97.931692,47.292437
7,Ashtabula Wind III LLC,57387,ND,Electric Utility,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-97.8956,47.1242&level=14",-97.8956,47.1242
8,Ashton,825,ID,Electric Utility,HY,WAT,Conventional Hydroelectric,,,,Renewable Energy Sources,"map/?center=-111.497326,44.07863&level=14",-111.497326,44.07863
9,"Aspen Solar, LLC",59694,NC,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-78.012122,34.791163&level=14",-78.012122,34.791163
0,Aspiration G,59737,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-120.352481,36.552186&level=14",-120.352481,36.552186
1,Assembly Solar II LLC,63538,MI,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-83.95998,43.043718&level=14",-83.95998,43.043718
2,Assembly Solar III,64196,MI,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-83.942728,43.022705&level=14",-83.942728,43.022705
3,Assembly Solar Project,62422,MI,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-83.94527,43.02268&level=14",-83.94527,43.02268
4,"Aster Community Solar Garden, LLC",63305,MN,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-95.229451,45.008221&level=14",-95.229451,45.008221
5,Astoria Energy,55375,NY,IPP Non-CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,--,--,--,Natural Gas,"map/?center=-73.8964,40.7825&level=14",-73.8964,40.7825
6,Astoria Energy II,57664,NY,IPP Non-CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,--,--,--,Natural Gas,"map/?center=-73.896618,40.781321&level=14",-73.896618,40.781321
7,Astoria Gas Turbines,55243,NY,IPP Non-CHP,--,--,--,,,,Other,"map/?center=-73.9048,40.787&level=14",-73.9048,40.787
8,Astoria Generating Station,8906,NY,IPP Non-CHP,"GT, ST",NG,Multiple,82489,82489,0,Other,"map/?center=-73.912561,40.787674&level=14",-73.912561,40.787674
0,Astoria Station,61144,SD,Electric Utility,GT,NG,Natural Gas Fired Combustion Turbine,,,,Natural Gas,"map/?center=-96.55942,44.574965&level=14",-96.55942,44.574965
1,Astra Wind Farm,60856,TX,IPP Non-CHP,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-102.052422,34.769544&level=14",-102.052422,34.769544
2,Atascadero State Hospital,64523,CA,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-120.634011,35.463333&level=14",-120.634011,35.463333
3,Atchison County Wind,63574,MO,Electric Utility,WT,WND,Onshore Wind Turbine,,,,Renewable Energy Sources,"map/?center=-95.354881,40.531283&level=14",-95.354881,40.531283
4,Athens - Coopers Corner BESS,63090,MN,IPP Non-CHP,BA,MWH,Batteries,,,,Other,"map/?center=-93.26763,45.458119&level=14",-93.26763,45.458119
5,Athens AT01,67286,ME,IPP Non-CHP,PV,SUN,Solar Photovoltaic,,,,Renewable Energy Sources,"map/?center=-69.6523,44.9485&level=14",-69.6523,44.9485
6,Athens BESS,62937,MN,IPP Non-CHP,BA,MWH,Batteries,,,,Other,"map/?center=-93.24,45.45&level=14",-93.24,45.45
7,Athens Energy,60457,ME,IPP Non-CHP,OT,WDS,Wood/Wood Waste Biomass,,,,Renewable Energy Sources,"map/?center=-69.660705,44.945514&level=14",-69.660705,44.945514
8,Athens Generating Plant,55405,NY,IPP Non-CHP,"CA, CT",NG,Natural Gas Fired Combined Cycle,--,--,--,Natural Gas,"map/?center=-73.8492,42.2728&level=14",-73.8492,42.2728
